KO	R^2	PearsonCorr	PearsonPval	SpearmanCorr	SpearmanPval	MeanAbsDiff	StdAbsDiff
M00209	-0.061633694273381945	0.7229460455197183	4.944332129990056e-57	0.6281591728668533	2.859207456053852e-39	0.26076233333571797	0.276093376043854
M00211	-1.2946372016937677	0.7924834705740945	1.1921776025049443e-75	0.8414346832498524	1.0434059583825872e-93	0.4713831940744378	0.19814368295631196
M00212	0.25609080998880795	0.705247639776827	3.5305810855499435e-53	0.43920027820476104	1.0580941428796732e-17	1.3006942210279846	1.8000131303862763
M00215	0.6879478596988479	0.8746166212177722	6.98899799176574e-110	0.7129885386652016	7.912138254395645e-55	0.08681010231756796	0.12939487706027158
M00216	0.2322682710477143	0.5643018785999684	2.119012650078016e-30	0.5172659368662221	5.307347298280944e-25	0.10197225444134747	0.22136104407606005
M00217	0.5457538130377879	0.8110774083175778	6.968632375638122e-82	0.48552633886041247	8.318293341555398e-22	0.0591080821040082	0.16167056310866357
M00218	-0.12278774857912089	0	1.0	0	0	0.0013015169344515807	0.0037142600324964552
M00221	0.24665243151613825	0.6485711224447953	1.4634986731018017e-42	0.5918511136957398	5.509618632447026e-34	0.9670999577927722	1.0512306609479691
M00223	0.498474828997977	0.7610113710009209	1.9569603794123346e-66	0.5689953652021952	5.483329547138713e-31	0.17958975570106325	0.171823319056189
M00227	0.5320850113793716	0.7903758186694074	5.527353839980598e-75	0.7493871897227888	2.199338979788638e-63	0.1555678059859489	0.1753545688246418
M00230	0.5279377349343277	0.9330541732130949	2.324421460212254e-154	0.81611591787962	1.0815247365539692e-83	0.10521025217421662	0.1710593266685626
M00237	-0.13383492228291582	0.4853683079492831	8.612385585055374e-22	0.5725643932973693	1.933213487776505e-31	1.0990699697302682	1.155242394663169
M00238	0.16229173123323237	0.8294687609342505	9.072388799318619e-89	0.7214702770942799	1.0637645377011376e-56	0.5748974548995203	0.33183585771197305
M00239	-0.22444197507565855	0.7576334860830167	1.569814194699452e-65	0.694610951682379	5.355123999665026e-51	3.512224441795637	2.477604501398835
M00243	0.7994820544857183	0.8968899782890118	1.4004246255207694e-123	0.7104919188566247	2.7305843065286136e-54	0.012426128130041918	0.02719240858748641
M00244	-0.5192712468048097	0.5836850009037764	6.909992860176871e-33	0.4139949853007358	1.0185494815289462e-15	0.3979350914518582	0.19632128973345128
M00245	-0.007108908922021762	0.7901421218222939	6.545010576413195e-75	0.7672717815040591	3.760855971223142e-68	1.1355262239387298	0.6895192045257729
M00246	-0.010653562959295426	0.7919830888499884	1.7186916047779954e-75	0.7668576889133065	4.903112653015953e-68	1.150997809705478	0.6911199423280524
M00260	0.07177769011862456	0.28336232296325525	8.590864978389854e-08	0.45086559086366207	1.1196414691101197e-18	0.479237921669199	1.1401636113786089
M00268	0.6655505582217789	0.8178272666253705	2.5519123534426546e-84	0.5883241669929923	1.657001240113583e-33	0.07288828177471784	0.08266470896447779
M00269	-0.5246942350703676	0.6128041180542985	5.955998153846119e-37	0.5309079060416021	1.7592925140528968e-26	0.15030097275057253	0.14500954838814734
M00274	0.6053798962810097	0.8084711638562347	5.724596082579034e-81	0.577456355166952	4.5356246098444967e-32	0.08096919276262285	0.10278584381210903
M00276	0.5054376860719529	0.7619751226373686	1.073556825923473e-66	0.536896614201301	3.7528276945429e-27	0.5835195044973603	0.6090198908715091
M00280	0.20640109259181205	0.6274118757406857	3.7333491478958494e-39	0.5568291670806619	1.7449260497081586e-29	0.1759919551549493	0.2850061385696566
M00283	0.2957231685035091	0.7947246374525077	2.28781796371087e-76	0.6678869296364051	6.454168933913397e-46	0.2474733018174169	0.3525987917950472
M00303	0.7110246023077815	0.8475334798622947	2.189447053502818e-96	0.6465779645464268	3.14659822595572e-42	0.06536289824525227	0.07582026617719274
M00305	0.40837907707642473	0.7819571514139775	2.1320803458150588e-72	0.6378067148125225	8.546578406348221e-41	0.013161530408866334	0.029773986551474858
M00306	0.43729827290050083	0.9027724759600615	9.97267754033186e-128	0.7527212633769149	3.052606964189751e-64	0.21262153420382982	0.38568892057813015
M00307	0.027693189202576796	0.6301670354287338	1.3912334964345824e-39	0.6869953885807466	1.7084792106235122e-49	0.48979192629119217	0.34344232766761557
M00331	0.4129861487476665	0.9130266267376874	1.2392220008181099e-135	0.9120647936550612	7.504321568855745e-135	0.45324746617976924	0.7717608596463411
M00332	0.5806026570659271	0.7890815539090806	1.4054364255559855e-74	0.8366584452094425	1.0910446791684174e-91	0.21816352638871223	0.4742399849312879
M00336	-0.47934966088687836	0.6975718091179035	1.3530611147706935e-51	0.7581807395804719	1.1229445776031196e-65	0.6950025277386164	0.3429417888992603
M00344	0.5653514141665006	0.8098969179599754	1.8161976178716458e-81	0.5591947842451942	9.003601234211609e-30	0.22412525419322712	0.3718995598867626
M00348	0.4368610577883193	0.8389809517673542	1.1591529736310693e-92	0.7570278847671205	2.271953876730844e-65	0.13613469944714798	0.20532379501446474
M00349	0.493228646593295	0.9157710886903552	6.463551899078833e-138	0.7457208484076284	1.8615437818915434e-62	0.11041588598187412	0.17664244957082367
M00356	0.5148616615474727	0.7658690096557428	9.215544386625603e-68	0.7550801592079347	7.4059039997910014e-65	0.09941563861712538	0.10912457029990057
M00358	-0.004441595431277978	0.709335126865767	4.8259283630303494e-54	0.5242070287614627	9.559655342305784e-26	0.06029858019310184	0.07005603276259187
M00364	-169.11094808603207	-0.015845483015297836	0.7693180366929235	-0.08182843650093222	0.12928573119924475	2.036467086803523	0.1659134407618249
M00365	-0.5713630799748637	0.738149002161083	1.3677579088650817e-60	0.6508647141679866	6.0219362685518826e-43	0.08335212052975874	0.13508141058381729
M00367	0.39444733238317753	0.7499652822002327	1.5651762599868004e-63	0.5440901944511009	5.629382168191668e-28	0.05156156900556375	0.06319444081892614
M00448	-2.277674218574647	0.25207270466849624	2.1178639409862595e-06	0.1819853650268561	0.0006828731075238794	0.16019926576308421	0.10230825274193098
M00449	0.7852051628613373	0.8901088703407284	4.234342779876081e-119	0.8347016604616095	7.021348252749142e-91	0.044347734097882376	0.10253264277956979
M00455	-0.22232306410271874	0.5828204343258722	8.994041057084243e-33	0.3631574486986914	3.4048562384796015e-12	0.10558803584560411	0.1291691441401399
M00467	-1.2118056540641433	0	1.0	0	0	0.11142858953405543	0.10122321941897675
M00473	0.36636037806074473	0.8629765589401339	9.964021156378153e-104	0.7333644073245001	1.9149300009865727e-59	0.06868064647949801	0.11140955035187597
M00479	-0.5278037524568542	0.4893025062705442	3.606928057016929e-22	0.483621279157437	1.263031806327345e-21	0.12257842473927957	0.1339074365165299
M00481	-2.2437439024381587	0.2964944793517198	1.9783515683446322e-08	0.12773748224691256	0.01760897055901393	0.17800786846381822	0.11130401239496665
M00501	-1.4954066265727004	0	1.0	0	0	0.13762691454269335	0.11254435671052582
M00502	-0.8335019668961474	0.7911779594734659	3.0894993113015096e-75	0.5503606141545438	1.037352769089259e-28	0.08219274018318405	0.1212270585813892
M00504	-1.7343980736161337	0.13150896154326458	0.014508092663644796	0.20547028878355553	0.00012120316464195831	0.028679198741928303	0.044269513548535776
M00505	-0.5131116628573928	0.040982074084874136	0.44799347169996484	0.20803433140265462	9.912868129783942e-05	0.03442434208531358	0.046917099390034356
M00507	-0.23653862274887683	0.2961209280678355	2.0648780157180947e-08	0.012196882470177734	0.8214089035338945	0.09745983610947637	0.17688046258754464
M00515	-0.5753288777826948	0	1.0	0	0	0.02816612409126716	0.037133766452302534
M00530	0.010259519080907498	0.8971920025557122	8.699320033458278e-124	0.7572689760778973	1.961283023689152e-65	0.4898209557903673	0.399798999466428
M00531	-0.561572494608136	0.422528733078105	2.26432190536332e-16	0.40490745015985086	4.822239970656087e-15	0.0474455099604448	0.06124191510079098
M00537	0.37498146304979985	0.6330843426915855	4.8388389868772045e-40	0.6802233387966545	3.4004616523285904e-48	0.01071411869516136	0.030104194866985862
M00538	0.37498146304979985	0.6330843426915855	4.8388389868772045e-40	0.6802233387966545	3.4004616523285904e-48	0.01071411869516136	0.030104194866985862
M00540	0.23108545829574434	0.7758438470548806	1.3668833007308905e-70	0.2790598178183811	1.3676360499610123e-07	0.011539156284989976	0.026744675343422588
M00542	0.5401217290311566	0.8056149200137839	5.547196031166875e-80	0.8277155648550238	4.4569911308124457e-88	0.22588914633274146	0.4497085828637449
M00546	0.5365008778292379	0.7754311905876528	1.8015248670410163e-70	0.7612477132854463	1.689470718597745e-66	0.2785280594210699	0.49510829525899114
M00549	-0.09670136935808826	0.582558510544771	9.740220612291586e-33	0.3610074986703449	4.65620200831903e-12	0.8422261198268279	0.7306554342876644
M00550	0.18411661161066428	0.7902470188872731	6.0670664809909e-75	0.5915317042379469	6.090749927031099e-34	0.39983896017065323	0.5180231102934666
M00555	-0.8579433490981943	0.7626132026784989	7.202779132758728e-67	0.7135732946807951	5.9082630846469805e-55	0.07298918078993875	0.12890727601532687
M00568	-4.09101071175095	0.27626140157663576	1.8428040349309895e-07	0.027184871739422665	0.6148257360271814	0.3782612271153604	0.18398242621314165
M00580	0.4397653760042748	0.7577467542941759	1.4647623139171022e-65	0.7701917625674326	5.704290435208616e-69	0.15139258554308568	0.11845170689278384
