Taxa	ko00010	ko00053	ko00071	ko00072	ko00260	ko00280	ko00310	ko00311	ko00312	ko00360	ko00361	ko00362	ko00363	ko00364	ko00380	ko00410	ko00561	ko00562	ko00564	ko00591	ko00592	ko00620	ko00625	ko00627	ko00640	ko00642	ko00643	ko00650	ko00680	ko00785	ko00791	ko00903	ko00906	ko00930	ko00945	ko00982	ko02010	ko03030	ko03410	ko03430	ko03450	ko04070	ko05150
Capnocytophaga	0.05342834878639071	0.014031391294580803	0.016427522438319585	0.015225295745060999	0.05117972377276213	0.023494051244202393	0.01199676038309746	0.011658157564756683	0.02279120410274414	0.015162856431674926	0.005363168142076031	0.021019196182289545	0.02534185905158462	0.0036109086788091134	0.008048148587869564	0.015352738522310817	0.05582825867820178	0.03310687144460406	0.07817743922667245	0.020320847550441216	-0.0008945736210342455	0.04001622232471527	0.011647181201308407	0.01850290984686906	0.008080627827253384	0.016302913722124016	0.014198510926590382	0.02862280205050405	0.06436651988807518	0.014352269985058404	-0.0010909335655084735	0.00888797534695074	0.007778642877137579	0.003218413715341153	0.00048282503643571554	0.0035398322269719305	0.028879666949232066	0.0925495476391107	0.05648958457596023	0.07976383864062059	0.009292526316173355	0.028487351926148517	0.00693449754883085
Citrobacter	-0.015225925536406388	-0.017818866475580373	-0.015057816232282644	-0.0223713132157516	-0.013438712653470172	-0.014454970959453518	-0.01568999178776861	-0.0005420704079987261	-0.002177953427656293	-0.017906137562013365	-0.027316299904486866	-0.017800782466948394	0.002556727936813915	-0.028723928546535653	-0.020319632952846545	-0.02454274380447347	-0.022604201058258604	-0.016687806204351178	-0.017951842419650442	0.0009135123464921284	-0.021055364199553527	-0.01342499219915983	-0.008687701699115858	-0.008177750649732167	-0.016094857652663924	-0.011372457219428875	-0.008635878868409259	-0.018220178517883844	-0.01268242321784573	-0.003956034336084321	-0.02066017013031958	-0.019322133431936683	0.002060947192701548	-0.03245976083721305	0.0019878913966359948	-0.016051042169063043	-0.023236421598840696	-0.0035401471226446327	-0.013098400401477613	-0.012106658972868495	0.0012363253961019916	-0.0029458940031705113	0.002463968668656785
Clostridium	0.1377205671407693	0.14576979537094517	0.14622963302327407	0.2128512557788162	0.03885911568284449	-0.044966157374021536	0.08794671759130812	-0.06310378824056279	-0.037768946863969706	0.04496476283604242	0.09044060134887108	0.21540344022092403	0.23245508588252786	-0.04815272164132423	0.13249649291583276	-0.010330242512996145	0.24888373294824984	0.21362207540048087	0.16356936324029892	0.24531155643718244	-0.08772377145503903	0.1668274538103998	0.22038693415192034	0.11259382681873237	0.17762567627811884	0.09334214004728744	0.29972633841084245	0.16578514913377482	0.22170364791475208	-0.17323166704640994	0.015802949364074424	0.14298854681949874	0.5654174029637796	0.06467228358626333	0.10864786914417429	0.015153049680725237	0.19730076277405204	-0.049023678086906254	0.15689640904019045	0.22942452992849813	0.24986125908649168	-0.11466741482343785	0.3875912730974417
Collinsella	-0.025816721726010728	-0.02668003070525583	-0.029117908018174914	-0.02411376592806883	-0.07042835155767226	-0.04632155831949882	-0.04414877817789398	0.0005769788425719219	-0.025100334070626517	-0.04797053200212135	-0.013961664395626619	-0.01748588679425203	-0.02578041875345844	-0.008314730267355075	-0.020043604403180128	-0.020862917958439947	0.000699113378482007	-0.0464445475722348	-0.05163641246836401	-0.02122288869742799	-0.012439818594581232	-0.03280218738872227	0.008839841294124295	-0.03783921358407709	-0.02944265542691706	-0.043741078251944385	-0.01888564304448344	-0.06907636947949851	-0.0678208804324581	-0.04565987254097159	-0.01795670081002918	-0.01993294106677541	-0.017461189976493416	-0.006258326569359573	-0.013987260915307225	-0.02710055138359377	-0.0009523344844259812	-0.06161946000966438	-0.05030476365362722	-0.10997960792910325	-0.027712933496795978	-0.009866941008267615	0.3238629117826337
Comamonas	-0.011157473445169477	-0.0019037242818338686	-0.0021403009022210352	-0.00021664822281509475	-0.009274217382060863	-0.003838353324688081	-0.0013101459388012355	-0.003191692568258059	-0.0038320104261380518	-0.003090296161649837	-0.00045376466435544707	-0.001391703918029593	-0.0035074429577803064	-0.00019456054063024904	-0.0008953833527640313	-0.0019899157259604698	-0.0032099565172744515	-0.0031645215702139785	-0.007465861503957897	-0.0035446906173506776	-0.0005632583882615813	-0.009387534839135464	-0.0021449793522153758	-0.00295246182720103	-0.0034791023472376358	-0.00310455643711337	-0.0005617288949941996	-0.0031515658625373257	-0.009075833108262168	-0.0022809692977241018	-0.0004218252461248169	-0.0010352870016334188	-0.0007134636241377433	-0.0004749526446183059	-0.0008601150374220451	-0.000610627694454335	-0.002099724345539301	-0.010259121076062869	-0.011568547253326527	-0.01629121759713817	-0.0016916195537248241	-0.004705800932774339	-0.0007983954855735598
Coprobacillus	0.20777072899553312	0.0003865119456867203	-0.024075348655999886	0.03855825536013114	-0.02625109781394729	-0.045708231519278525	-0.02152698794706046	-0.04814840307209867	-0.05638530912320164	-0.029265774029053906	0.02627934845429777	0.04582514778404108	-0.02036704724413539	-0.014684799815425744	-0.02458916842364812	-0.0339404452753274	0.026933296796295903	-0.05490403987883801	0.015234742615241888	-0.021992628676786183	-0.016784479175868946	0.004305748473161665	0.027275453437228547	0.026973738397689316	0.017066310802932194	0.08219874693719714	-0.021326894239609973	-0.014554028141064553	-0.008447256360464143	-0.04082802336892652	-0.02238674310371372	0.04674500302908322	-0.01647894040316129	-0.013119003575491173	0.2803593098529986	-0.002085509055171856	0.011991677067238225	0.015636729433986835	0.08113925795386218	0.005142201350035386	-0.025461564392305333	-0.02396198621382918	-0.01840830618977186
Coprococcus	0.013237224408040616	0.014488754766624222	-0.0012446926239764997	-0.07756069355914859	0.008116121068075872	0.0004230398437194939	-0.005695608002251175	0.04015828525819743	0.02460563296882054	0.0009994788651382339	-7.431537875633703e-05	-0.004078978603724194	-0.019261313582010185	0.01628042117407429	-0.0010683510472665324	0.008282296013067346	-0.01985970533032546	0.02294514310159655	-0.0013837415560199872	-0.0033363196522178894	-0.038878954110224365	0.006978133092047343	-0.011436650951562844	0.00424330915977559	-0.002837794817243454	-0.01189545394668143	-0.07570208932870251	-0.019341027172298474	0.0035755953783710164	0.024257673250491066	0.019385067581379853	-0.008605603898734313	0.008451574929689688	0.01212825181899624	0.013629359490739772	0.013411901536194884	0.0014274670694286768	0.020070730416128123	0.016120499157440637	0.02183657537841708	0.015410994221759646	0.016150234305962397	-0.03098964789668205
Desulfovibrio	-0.013436283458280796	-0.005238874321553174	0.0030116622136679414	-0.008403845742728143	-0.0024041834759405746	0.006242041964571557	-0.010060107010918773	0.008465340369096127	0.0022402128006579728	0.01649068151324326	-0.007365499754559956	-0.0007753181312745264	-0.024206885076994755	-0.0030159807828934954	0.00613929600508035	0.02056331721841741	-0.008956442663214149	0.047509074886332874	0.018741105930715807	-0.022713694782164735	-0.00728164753543053	-0.012455068542158965	0.0036371799749312056	0.010797367750893138	-0.00032924591835208734	-0.019894793705283072	0.028592976931790092	-0.0069834413333870774	0.012190916057862804	-0.007519708663988978	-0.007005394060283622	-0.008804303068205713	-0.005408828014617003	0.00877137397786088	-0.005223939269648143	0.012087675262314508	0.006046626707115421	-0.015024212365496335	-0.000606848946381983	-0.012069951134451312	-0.011004973969392238	0.00961349497684314	-0.00931115014595854
Dialister	-0.0009011864301608674	0.008733496526945125	0.002068729614326754	0.003056692294863524	0.007704327498381237	0.0014995331933800394	0.004903375474843255	0.0008292552614978027	0.0072969874532004516	0.002380521315392252	-0.0004094543446974588	-0.0005724803329619762	-0.001423463395875825	-0.002208183412235144	0.0017444770416417173	0.011176502140819555	-0.0009620062800873683	0.0052051804845746575	-0.004430537129741626	0.00039038066395128036	-0.0007690652029167007	0.0030207941881761373	-0.00031071205875910597	0.009459555977990721	0.002656055029001569	0.01278458437108764	0.0027949240206606553	0.0036576931787525736	0.0018437141636371578	0.00349772617702282	-0.0015628272235920018	0.007419256944398833	-0.0016295401211075416	-0.001755363434897783	0.0009374894027131507	0.005246836683562783	-0.004068047225372025	0.004315690179399655	0.002775265533665178	0.0073186252844243006	0.002608280856943915	0.004349788882243059	-0.0015640418211866993
Dorea	-0.014580839258339848	0.016249426442861738	0.003152420579363216	0.024657455799527134	-0.009366796709833595	0.023147306123467618	0.03214868889768515	0.03356828357529642	0.03905079717732436	0.014036519595536152	0.020063847696424896	-0.004395538724976234	-0.008985278109813912	0.012423219094120523	0.017546571688890244	0.01928178180073545	-0.014198061075629398	-0.051185166969390135	-0.005145260336570156	-0.012477021269055498	0.020699127223541752	-0.015401052515521674	-0.04350342198925082	0.045093780091655725	-0.004163640554583408	0.043764065636051216	-0.018739711392736735	0.00666337237463929	-0.03947199263210381	0.009514482780328189	0.027071221100936908	0.005505770896711378	0.0103607424081516	0.01130466467960697	0.018647312005348395	0.026937570380425345	-0.00803163905760106	0.015278153232977886	0.00583560162131276	-0.017183137097502535	0.018266333226481902	0.006724327179854074	-0.04686493329528445
Eggerthella	-0.003447522809775795	-0.00535345136131855	-0.005164558942796838	-0.0036646658686479918	-0.007743104651218992	-0.007107915094294348	-0.0031009126443293073	-0.012975636074222127	-0.01629634589809351	0.017526148455261074	-0.0027637043639676135	-0.0032906147945808203	0.007836808606394205	-0.002968836402181239	0.017178593602796496	0.005345893865173828	0.005526733951493739	-0.010551479215613384	-0.005689669969566054	-0.0001762516065177613	-0.0026699104386002028	-0.0009051901037137247	0.002269992934275827	0.007356952586301056	0.006975613926665775	-0.00995263761633712	0.08047424327822356	0.02521167218347272	0.011330306184383673	-0.011736026766104874	-0.0054238080516181295	0.0067243721649501735	0.5650413725454844	0.027405190454379433	-0.0031404995288968544	0.005443196628037014	0.00788548248037384	-0.009558073338448585	0.00028120183571784515	-0.012301489424075336	0.0740796568527787	-0.002429779995621183	0.29268698060300363
Enterobacter	0.08968993505025899	0.06925334084755383	0.06982501144878599	0.03736237156542259	0.08265808975346889	0.10707968869414647	0.06286415263364087	-0.010202079974208736	-0.005398301502129725	0.05290949068797929	0.0423154555714558	0.053391011156628095	-0.037279598988599574	0.045065709391689676	0.034181880286093334	0.05122583349626406	0.037983525772364204	0.09295189433862446	0.03668943951287049	-0.006304346322669341	0.03584007591341623	0.0772651864628711	0.057781196655168454	0.09509448948074657	0.060323934227095505	0.06307031932906478	0.023513259880236878	0.06216292495564221	0.06305767851706076	0.027248237454088352	0.07381590923434743	0.006306775517858718	-0.0035180144553636867	0.04519157769057602	-0.012849452879663088	0.06072056781940462	0.036910271349622846	0.01782957292845205	0.0908605372209597	0.04856370547928908	-0.01705007118324028	0.012808111576347668	-0.014680976082257302
Enterococcus	0.020386750716226972	0.021024549408725383	-0.0008314595312066806	0.01893647620307584	-0.015017509586177504	-0.005284894074862941	-0.010800516707620098	-0.013601873597022987	-0.014408771265759351	-0.010221198640051008	0.01794878343311569	0.009052260917906037	-0.010571857464146447	-0.0017873928233206131	-0.005759981674769538	-0.008762466928833187	0.014793618762890391	-0.0033118477599397766	0.004539670972878961	-0.01586880754476406	-0.003215579654286885	1.8398904304684353e-05	0.010492458769530873	-0.005879732000586358	-0.003302400889758875	0.0015532004130267294	-0.0020730931686484115	-0.003370148444484693	-0.0031224605053609676	-0.0054007306973191	-0.005745586444017704	-0.00233751556352115	-0.00656373038677894	-0.0014739366736994436	-0.005113185963051223	0.02212551465066405	0.010551029364652392	0.0010901688188747823	0.010369604472083191	0.0011882813134677442	-0.007867803337606746	0.0037581448983427055	0.3108129603296552
Escherichia	0.7389645954742318	0.8351576659868233	0.8536821236947241	0.6190797192349837	0.8078297149424469	0.888429916489749	1.0052479787875108	0.09721157807338027	0.3105199723987595	0.836637045857151	1.0593105724438074	0.5877829131021346	-0.17658939960437117	1.1083747371172035	0.9367153441645665	0.9414627563112333	0.5619777075607254	0.5395021638773112	0.8636207709461742	-0.18952477401758439	1.1291636545925605	0.8552843578624993	0.5213581451271239	0.7939811430784143	0.881557138492767	0.8092783699921384	0.4176238180895113	0.8330004506884693	0.49198440686743106	0.6128637686261498	0.596645741780366	0.8878949987120301	-0.18154036931088766	1.0158587933448793	0.31311426289081623	0.8126247663058824	0.5655419666948793	0.46343983389904414	0.7618893603272955	0.7183333507607037	-0.42768455489177554	0.8464386235207866	-0.3148097061777096
Eubacterium	0.17067021567450566	0.2246970911644999	0.11447447374626718	-0.09615816207801879	0.2917035614171729	0.24713241817200093	0.16818298971116546	0.3134794968860479	0.4094029267326198	0.12584166770945246	0.04392988070027389	-0.02229573825430447	0.32600334764014316	0.06915432865103888	0.17466016877304888	0.10907126886866264	-0.1995485780559508	0.2244555211984458	-0.0013583249767237832	0.3282548966850182	0.17705778442495898	0.09282719565223672	0.08008467234600207	0.24706318610910397	0.03733434585055264	0.29938863529442356	0.13752929051215423	0.17973268820922628	0.16731135848914197	0.29984293977993237	0.1536521288945921	0.18559105228916534	0.1429071237955587	0.09223555166833641	0.16537600968475008	0.0481912738686815	0.02874403688449214	0.2123245252885873	0.18262262075284905	0.057781691491225626	0.18192305752340604	0.2159953541154011	-0.7711414000569787
Faecalibacterium	0.3448893955504914	0.4906890160401506	0.10852002150105962	-0.6466958897900702	0.6674741008125545	0.27586030540699347	0.10374678790923211	0.18786932248112362	0.06330244242493809	0.3446251530960031	-0.08126161741525277	0.10941324556921089	0.1809345100366199	0.17625866917784777	0.19907699929354006	0.5360231515002658	0.27940742521953366	0.5346624423134488	0.23254694544876298	0.15641241439125608	0.2781400151220268	0.4815161050945057	0.415834850787827	0.4287826860726597	0.5863757343110467	0.700019108406876	0.3295174034070499	0.040905892570274716	0.8567655371366706	0.5516583514409854	0.32303284678940614	0.6223659254901469	0.25798849147330394	0.17424846517354647	0.23028163096448145	0.40297487139567684	-0.1454627271049702	0.7546824780215816	0.6588982770474382	1.2148313372452761	0.35612856193017756	0.5194688610611379	0.27463536124020466
Fusobacterium	-0.008663049866453339	-0.012214443263122852	0.04509611931665291	0.04928076791111479	-0.034462137434793066	-0.008720810729845083	0.045998970195369464	0.0031356861236142113	0.0012761372061500318	-0.007633386001832355	0.006100698792626999	0.06551692375062722	0.043005436975429585	-0.015248732980128823	0.02018476763474032	-0.029531815887386223	0.015898677648574108	-0.016263011941883797	0.025096330397073676	0.014142999318003623	-0.018749518143686413	-0.004117485845985352	-0.0068501504936443235	0.07477737569328158	-0.004466120340756306	0.10841655578003077	0.2341579517102774	0.032594131319262185	-0.010784546998504785	-0.017457996034670364	-0.027013820118313957	0.14928119701718223	-0.014924885273308678	-0.023145866600392435	0.33279146368626633	-0.022801640645039218	0.009050686439542554	-0.01025885116548627	-0.017840639262092534	0.00166512333212223	-0.01415892404202284	-0.0013465838666418184	0.03511010275900997
Haemophilus	0.024497083931932496	0.03413496083086156	0.010046836407569421	0.01569979853871831	0.016463960366160164	0.024665823027401626	0.01117780670860644	0.05174954998505421	0.05843928362600779	0.038298961266213766	0.01778400302610329	0.030622479542318094	0.02211867691605692	0.009457486663570148	0.000963400818066451	0.02801266919210681	0.00039442932260023446	-0.04892372120337324	-0.06424294582908989	0.01945259021062517	0.012444991880632679	0.009686190892139903	0.03420873638846469	0.00884195559364097	0.005733215542590352	0.041562629988230994	0.016722039862482874	0.008443387642199587	0.013951722689388634	-0.008539655747852473	0.016803732796999524	0.01921376433543304	0.025830082299552286	0.009631983851340028	0.014977922701609959	0.02101973600344274	-0.030177711897182557	-0.0014798297212884732	-0.02190945123409825	-0.03207882704344265	-0.17944608816197644	-0.04484244835974795	0.023820643041884627
Klebsiella	0.12446822774043928	0.0608233137788958	0.13811666091192518	0.06667609970691854	0.12415517645668302	0.17061573872312913	0.189383925681697	0.06810442149317314	-0.005815538268452401	0.10878592840410357	0.08820857583570321	0.11895031086778106	-0.04250092912267395	0.1257307794475672	0.10672920981043538	0.14111001419148061	0.1633944611866641	0.287965119990922	0.17778577823513694	-0.007820748927086691	0.06889723882683037	0.06645846181198928	0.04975760992976924	0.2049015345812122	0.13778399612626951	0.13662369554257567	-0.06063473625604678	0.11523166288381366	0.0588672268452021	0.02771198880977789	-0.039689990407801835	0.11402115893287272	-0.012530418578125589	0.07472564283276716	-0.009128870536563449	0.15104659212851018	0.1246717403151933	0.01049452808395145	0.05306491419500297	0.02835388114602136	-0.020576857732343353	0.04583954301479291	-0.03869995841284451
Lactobacillus	0.1300179940611359	-0.15036767705817689	-0.07788112239866518	0.2877734834815382	-0.2810402942377523	-0.17394441090901008	-0.21190400461024947	-0.04176479301010206	-0.018773765110484026	-0.26757396073527717	0.07232762231499226	0.1854725165609432	-0.054616765055146725	-0.04652947943367059	-0.07685987074701478	-0.27769407786439276	0.11159164884782818	-0.14226968498382914	-0.11404864482658947	-0.07438735491009912	-0.12367419580918733	-0.10949079987488637	0.17966957411939874	0.1784389168454052	-0.07958313350958895	0.14386953494151106	-0.047218696091010724	-0.07023478068915616	-0.27966033142980484	-0.12526590346447514	-0.07982353386314461	0.06147469797041625	0.5820740794816303	0.07559502479998571	0.27650206278794853	0.16225881243563284	0.0040330488206066235	-0.07635203399714778	0.03796503689786734	-0.0866423747299037	-0.14975511500459027	-0.0929985888683757	0.9618978660057672
Megasphaera	-0.13374977769316426	-0.054949609781186765	-0.027083007196114964	0.26380178048695146	-0.07528372793497733	0.03203366200695877	-0.043191180437224336	-0.06302375975460182	-0.0650004948474051	-0.044427910699191234	-0.021270662869485635	0.06449828123455056	0.0391779250589015	-0.027324172296304274	0.08324285101766601	0.04998181564872908	0.04833860005840728	-0.12214011406200291	-0.1284946187668232	-0.06180439373972932	-0.05265914862818568	-0.08988103173848963	0.06511817585880139	-0.07144438493817508	-0.057396439128229663	-0.12952594707999976	0.46211641735689357	0.12302020248209306	-0.135182642974125	-0.11670906340991273	-0.04483853465638731	-0.014865459961361268	-0.04843261890925517	-0.022428849153662844	-0.029635911399760434	0.006509253435402472	0.006867379785450426	-0.01562368375611798	-0.006986725245402348	-0.005637082392225765	-0.06418932359453934	-0.12412251727691469	-0.050091444327923486
Methanobrevibacter	-0.022472574667071518	-0.00930183823106595	-0.016322932089888303	0.015335194334832021	-0.026565993486643652	-3.7202674474274426e-05	-0.010779193772068952	-0.021084649497114284	-0.02567052016368741	-0.005392813320405586	-0.0044154671225483	-0.000617915280022452	-0.023623833246449396	-0.0021891097314889647	-0.0005678918531598246	-0.01854168699970682	-0.02503686010003016	-0.006848036194127649	-0.025287067204535454	-0.026975402846245014	-0.003730389094049327	-0.018888657045922103	-0.013989555155208295	-0.020457872153160236	-0.011865628827967479	-0.018359767271080518	-0.006115408919051526	-0.0030507542621783894	0.14175186154262798	-0.019550027928776647	-0.005724803329619746	-0.011050139005876118	-0.003565788627421333	0.006369799637494068	-0.006453966752296207	-0.0073201997627877794	-0.005689400058989456	-0.066948529448897	-0.006982136765600197	-0.07943895627659017	0.05003152417991897	-0.03477361424018587	-0.012092623622885452
